area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
16027,5,10,71,0,2024,2,,8743,78269,78672,78990,1004936172,791577269,6573697,983,,1.01,1.04,1.04,1.04,1.05,1.02,1.01,1.01,,860,10.9,3610,4.8,3536,4.7,3123,4.1,93383318,10.2,72012758,10,2098752,46.9,51,5.5
16029,0,10,70,0,2024,2,,317,3547,3584,3737,61531615,43869585,304055,1307,,1,1,1,1,1,1,1,1,,7,2.3,-80,-2.2,-97,-2.6,-53,-1.4,-3090320,-4.8,-145147,-0.3,62109,25.7,-37,-2.8
16029,1,10,71,0,2024,2,,6,34,33,40,540404,0,0,1166,,3.77,0.5,0.48,0.55,0.33,0,0,0.65,,0,0,1,3,0,0,1,2.6,9264,1.7,0,0,0,0,-1,-0.1
16029,2,10,71,0,2024,2,,4,16,16,17,224469,0,0,1057,,2.13,0.14,0.14,0.15,0.11,0,0,0.74,,-1,-20,-5,-23.8,-5,-23.8,-5,-22.7,-47252,-17.4,0,0,0,0,77,7.9
16029,3,10,71,0,2024,2,,21,491,512,489,4339614,70001,237,671,,4.7,1.44,1.48,1.39,0.8,0.09,0.14,0.55,,0,0,-24,-4.7,-9,-1.7,-30,-5.8,92295,2.2,4498,6.9,84,54.9,41,6.5
16029,5,10,71,0,2024,2,,286,3006,3023,3191,56427128,43799584,303818,1412,,0.93,0.99,0.99,1,1.08,1.02,1.01,1.09,,8,2.9,-52,-1.7,-83,-2.7,-19,-0.6,-3144627,-5.3,-149645,-0.3,62025,25.7,-55,-3.7
16031,0,10,70,0,2024,2,,1127,12289,12383,12430,150505770,115459322,780834,936,,1,1,1,1,1,1,1,1,,37,3.4,-274,-2.2,-339,-2.7,-399,-3.1,3666020,2.5,3375947,3,196005,33.5,47,5.3
16031,1,10,71,0,2024,2,,11,113,126,149,2616075,0,0,1556,,1.95,0.47,0.53,0.62,0.65,0,0,1.21,,0,0,-6,-5,-9,-6.7,-10,-6.3,126171,5.1,0,0,0,0,165,11.9
16031,2,10,71,0,2024,2,,13,108,110,110,1499535,0,0,1055,,1.95,0.28,0.29,0.29,0.29,0,0,1.03,,-1,-7.1,-13,-10.7,-15,-12,-27,-19.7,-6333,-0.4,0,0,0,0,148,16.3
16031,3,10,71,0,2024,2,,39,1205,1224,1203,11075165,1602823,8690,704,,2.45,1.02,1.03,1.03,0.83,0.8,1.95,0.81,,0,0,-98,-7.5,-89,-6.8,-73,-5.7,-262570,-2.3,200078,14.3,3238,59.4,32,4.8
16031,5,10,71,0,2024,2,,1064,10863,10923,10968,135314995,113856499,772144,953,,0.97,1.04,1.03,1.03,1.06,1.01,1,1.02,,38,3.7,-157,-1.4,-226,-2,-289,-2.6,3808752,2.9,3175869,2.9,192767,33.3,45,5
16033,0,10,70,0,2024,2,,47,322,299,318,4446086,2105645,14884,1093,,1,1,1,1,1,1,1,1,,-1,-2.1,0,0,-3,-1,-4,-1.2,254615,6.1,28744,1.4,2838,23.6,71,6.9
16033,1,10,71,0,2024,2,,4,36,35,38,704407,0,0,1491,,16.97,5.78,6.07,6.19,5.95,0,0,0.99,,0,0,6,20,5,16.7,0,0,123847,21.3,0,0,0,0,124,9.1
16033,2,10,71,0,2024,2,,2,10,10,10,149686,0,0,1151,,7.18,0.99,1.08,1.02,0.99,0,0,0.96,,0,0,-1,-9.1,-1,-9.1,0,0,17294,13.1,0,0,0,0,196,20.5
16033,3,10,71,0,2024,2,,9,106,82,79,707861,4679,13,612,,13.58,3.42,2.84,2.65,1.8,0.13,0.15,0.6,,0,0,6,6,2,2.5,-1,-1.2,65724,10.2,4679,100,13,100,42,7.4
16033,5,10,71,0,2024,2,,32,170,172,191,2884132,2100966,14871,1249,,0.7,0.62,0.67,0.7,0.76,1.02,1.01,1.15,,-1,-3,-11,-6.1,-9,-5,-3,-1.5,47750,1.7,24065,1.2,2825,23.5,72,6.1
16035,0,10,70,0,2024,2,,354,2663,2774,2822,32411483,15565417,173735,906,,1,1,1,1,1,1,1,1,,4,1.1,-32,-1.2,6,0.2,-21,-0.7,702025,2.2,437979,2.9,22391,14.8,25,2.8
16035,1,10,71,0,2024,2,,9,119,125,142,2805035,0,0,1677,,5.07,2.31,2.34,2.61,3.25,0,0,1.34,,0,0,-1,-0.8,-1,-0.8,8,6,86546,3.2,0,0,0,0,26,1.6
16035,2,10,71,0,2024,2,,9,327,332,338,4858491,0,0,1125,,4.29,3.93,3.86,3.9,4.42,0,0,1.13,,-1,-10,1,0.3,-2,-0.6,-19,-5.3,438834,9.9,0,0,0,0,122,12.2
16035,3,10,71,0,2024,2,,25,428,470,449,4217201,84753,328,722,,5.01,1.67,1.76,1.69,1.47,0.31,0.33,0.86,,0,0,-15,-3.4,5,1.1,-16,-3.4,155951,3.8,-26634,-23.9,11,3.5,39,5.7
16035,5,10,71,0,2024,2,,311,1789,1847,1893,20530756,15480664,173407,857,,0.9,0.79,0.78,0.78,0.74,1.02,1,0.95,,5,1.6,-17,-0.9,4,0.2,6,0.3,20694,0.1,464613,3.1,22380,14.8,2,0.2
16037,0,10,70,0,2024,2,,294,1310,1525,1761,15787777,8970093,61680,793,,1,1,1,1,1,1,1,1,,-1,-0.3,-69,-5,-65,-4.1,-117,-6.2,201906,1.3,-57704,-0.6,8839,16.7,51,6.9
16037,1,10,71,0,2024,2,,11,122,142,184,2636803,0,0,1358,,7.46,4.81,4.83,5.41,6.28,0,0,1.24,,0,0,8,7,-2,-1.4,-7,-3.7,179553,7.3,0,0,0,0,95,7.5
16037,2,10,71,0,2024,2,,4,38,39,41,575182,0,0,1125,,2.3,0.93,0.82,0.76,1.07,0,0,1.3,,-1,-20,-11,-22.4,-12,-23.5,-14,-25.5,-14368,-2.4,0,0,0,0,247,28.1
16037,3,10,71,0,2024,2,,19,212,218,210,1942505,69359,541,700,,4.58,1.68,1.48,1.27,1.39,0.44,1.54,0.95,,0,0,-26,-10.9,-31,-12.4,-31,-12.9,124969,6.9,-63645,-47.9,-824,-60.4,124,21.5
16037,5,10,71,0,2024,2,,260,938,1126,1326,10633287,8900734,61139,724,,0.91,0.84,0.87,0.88,0.79,1.02,1,0.92,,0,0,-40,-4.1,-20,-1.7,-65,-4.7,-88248,-0.8,5941,0.1,9663,18.8,20,2.8
16039,0,10,70,0,2024,2,,773,7545,7599,7544,84712432,50251199,367259,862,,1,1,1,1,1,1,1,1,,41,5.6,114,1.5,9,0.1,-95,-1.2,3490776,4.3,2209858,4.6,89623,32.3,35,4.2
16039,1,10,71,0,2024,2,,31,760,783,805,11562807,0,0,1136,,8,5.2,5.35,5.53,5.13,0,0,0.96,,-1,-3.1,64,9.2,58,8,70,9.5,639389,5.9,0,0,0,0,-33,-2.8
16039,2,10,71,0,2024,2,,7,43,44,45,489544,0,0,856,,1.53,0.18,0.19,0.19,0.17,0,0,0.91,,-1,-12.5,-9,-17.3,-12,-21.4,-19,-29.7,-79477,-14,0,0,0,0,93,12.2
16039,3,10,71,0,2024,2,,28,1050,1069,1005,11533541,166171,795,852,,2.57,1.45,1.46,1.42,1.54,0.19,0.38,1.07,,0,0,33,3.2,40,3.9,-19,-1.9,1370669,13.5,853,0.5,-479,-37.6,88,11.5
16039,5,10,71,0,2024,2,,707,5692,5703,5689,61126540,50085028,366464,826,,0.94,0.88,0.88,0.88,0.85,1.02,1,0.96,,43,6.5,26,0.5,-77,-1.3,-127,-2.2,1560195,2.6,2209005,4.6,90102,32.6,30,3.8
16041,0,10,70,0,2024,2,,565,4118,4105,4143,44823821,27778407,204320,836,,1,1,1,1,1,1,1,1,,41,7.8,34,0.8,-12,-0.3,-75,-1.8,1592488,3.7,1014535,3.8,52498,34.6,33,4.1
16041,1,10,71,0,2024,2,,7,33,31,31,618138,0,0,1502,,2.47,0.41,0.39,0.39,0.52,0,0,1.3,,0,0,2,6.5,-2,-6.1,-5,-13.9,86643,16.3,0,0,0,0,275,22.4
16041,2,10,71,0,2024,2,,6,17,17,17,208303,0,0,943,,1.79,0.13,0.13,0.13,0.14,0,0,1.03,,-1,-14.3,-3,-15,-3,-15,-4,-19,-38734,-15.7,0,0,0,0,8,0.9
16041,3,10,71,0,2024,2,,22,1086,1097,1060,11555119,52730,155,822,,2.76,2.74,2.77,2.72,2.91,0.11,0.13,1.06,,1,4.8,20,1.9,46,4.4,11,1,744561,6.9,6632,14.4,-306,-66.4,34,4.3
16041,5,10,71,0,2024,2,,530,2982,2960,3035,32442261,27725677,204165,834,,0.96,0.85,0.85,0.86,0.85,1.02,1.01,1,,41,8.4,15,0.5,-53,-1.8,-77,-2.5,800018,2.5,1007903,3.8,52804,34.9,31,3.9
16043,0,10,70,0,2024,2,,566,3517,3796,4094,40560186,23644755,196158,821,,1,1,1,1,1,1,1,1,,37,7,149,4.4,145,4,84,2.1,3758070,10.2,1519539,6.9,54672,38.6,51,6.6
16043,1,10,71,0,2024,2,,13,72,80,86,1317809,0,0,1278,,4.58,1.06,1.09,1.09,1.22,0,0,1.13,,0,0,6,9.1,7,9.6,7,8.9,109490,9.1,0,0,0,0,-1,-0.1
16043,2,10,71,0,2024,2,,6,243,246,250,4470899,0,0,1396,,1.79,2.21,2.09,1.99,3.25,0,0,1.55,,-1,-14.3,3,1.2,-2,-0.8,-8,-3.1,482893,12.1,0,0,0,0,162,13.1
16043,3,10,71,0,2024,2,,27,700,739,740,6872826,126564,582,728,,3.38,2.07,2.02,1.92,1.91,0.31,0.52,0.96,,0,0,-22,-3,6,0.8,9,1.2,637898,10.2,10465,9,209,56,70,10.6
16043,5,10,71,0,2024,2,,520,2502,2731,3018,27898652,23518191,195576,780,,0.94,0.83,0.84,0.86,0.81,1.02,1,0.95,,38,7.9,162,6.9,134,5.2,76,2.6,2527789,10,1509074,6.9,54463,38.6,37,5
16045,0,10,70,0,2024,2,,718,4535,4610,4537,49739180,33175196,295005,839,,1,1,1,1,1,1,1,1,,31,4.5,71,1.6,76,1.7,-81,-1.8,3184874,6.8,2462183,8,83702,39.6,50,6.3
16045,1,10,71,0,2024,2,,5,84,86,89,1931370,0,0,1721,,1.39,0.96,0.97,1.02,1.46,0,0,1.49,,0,0,8,10.5,3,3.6,8,9.9,275391,16.6,0,0,0,0,129,8.1
16045,2,10,71,0,2024,2,,5,54,55,54,785016,0,0,1111,,1.18,0.38,0.38,0.39,0.47,0,0,1.21,,-1,-16.7,-1,-1.8,-1,-1.8,-1,-1.8,-1866,-0.2,0,0,0,0,17,1.6
16045,3,10,71,0,2024,2,,20,889,909,859,8930721,102341,2097,776,,1.98,2.04,2.05,2.02,2.03,0.18,1.25,1,,-1,-4.8,56,6.7,57,6.7,15,1.8,613873,7.4,6888,7.2,590,39.2,17,2.2
16045,5,10,71,0,2024,2,,688,3508,3560,3535,38092073,33072855,292908,829,,0.98,0.91,0.91,0.91,0.9,1.02,1,0.99,,33,5,8,0.2,17,0.5,-103,-2.8,2297476,6.4,2455295,8,83112,39.6,56,7.2
16047,0,10,70,0,2024,2,,614,6704,6824,6904,79857426,55763345,328527,902,,1,1,1,1,1,1,1,1,,18,3,76,1.1,60,0.9,-43,-0.6,4460318,5.9,2572142,4.8,86887,36,47,5.5
16047,1,10,71,0,2024,2,,8,47,46,44,772751,0,0,1302,,2.6,0.36,0.35,0.33,0.36,0,0,1.05,,0,0,1,2.2,-5,-9.8,-5,-10.2,51407,7.1,0,0,0,0,162,14.2
16047,2,10,71,0,2024,2,,6,32,34,35,472148,0,0,1079,,1.65,0.15,0.16,0.17,0.17,0,0,1.09,,-1,-14.3,-5,-13.5,-5,-12.8,-11,-23.9,4799,1,0,0,0,0,195,22.1
16047,3,10,71,0,2024,2,,33,941,943,946,9108846,146600,644,743,,3.81,1.46,1.43,1.46,1.29,0.15,0.34,0.89,,0,0,19,2.1,30,3.3,23,2.5,951955,11.7,9556,7,205,46.7,60,8.8
16047,5,10,71,0,2024,2,,567,5684,5801,5879,69503681,55616745,327883,924,,0.95,0.99,1,0.99,1.02,1.02,1,1.03,,19,3.5,61,1.1,40,0.7,-50,-0.8,3452157,5.2,2562586,4.8,86682,35.9,44,5
16049,0,10,70,0,2024,2,,716,4478,4590,4754,52640398,28306129,231160,879,,1,1,1,1,1,1,1,1,,15,2.1,-16,-0.4,2,0,-24,-0.5,1108716,2.2,462297,1.7,53693,30.3,21,2.4
16049,1,10,71,0,2024,2,,17,276,330,382,6371038,0,0,1488,,4.73,3.18,3.73,4.16,4.55,0,0,1.23,,0,0,11,4.2,-5,-1.5,19,5.2,120661,1.9,0,0,0,0,-10,-0.7
16049,2,10,71,0,2024,2,,7,138,140,140,2542961,0,0,1404,,1.65,0.99,0.98,0.96,1.42,0,0,1.46,,-1,-12.5,0,0,3,2.2,1,0.7,258438,11.3,0,0,0,0,131,10.3
16049,3,10,71,0,2024,2,,39,809,808,796,9151388,213623,1517,875,,3.86,1.88,1.83,1.78,1.96,0.43,1.15,1.07,,1,2.6,17,2.1,15,1.9,-2,-0.3,894061,10.8,18330,9.4,491,47.9,75,9.4
16049,5,10,71,0,2024,2,,653,3255,3312,3436,34575011,28092506,229643,798,,0.94,0.85,0.85,0.84,0.77,1.02,1,0.91,,15,2.4,-44,-1.3,-11,-0.3,-42,-1.2,-164444,-0.5,443967,1.6,53202,30.2,4,0.5
16051,0,10,70,0,2024,2,,1164,9619,9808,9922,112147406,87153400,610863,882,,1,1,1,1,1,1,1,1,,96,9,1896,24.6,2026,26,1887,23.5,32729543,41.2,29500882,51.2,265479,76.9,103,13.2
16051,1,10,71,0,2024,2,,12,53,53,52,944520,0,0,1380,,2.06,0.28,0.28,0.27,0.32,0,0,1.14,,0,0,2,3.9,6,12.8,3,6.1,95413,11.2,0,0,0,0,47,3.5
16051,2,10,71,0,2024,2,,3,104,105,105,1658248,0,0,1219,,0.44,0.35,0.34,0.34,0.44,0,0,1.26,,-1,-25,-15,-12.6,-14,-11.8,-14,-11.8,78906,5,0,0,0,0,198,19.4
16051,3,10,71,0,2024,2,,41,1380,1384,1364,12146192,43109,147,679,,2.5,1.49,1.46,1.46,1.22,0.03,0.04,0.83,,0,0,19,1.4,12,0.9,17,1.3,957333,8.6,7145,19.9,58,65.2,46,7.3
16051,5,10,71,0,2024,2,,1108,8082,8266,8401,97398446,87110291,610716,908,,0.98,0.98,0.99,0.99,1.02,1.02,1.01,1.03,,97,9.6,1890,30.5,2022,32.4,1881,28.8,31597891,48,29493737,51.2,265421,76.9,107,13.4
16053,0,10,70,0,2024,2,,928,12222,12325,12357,155605821,125381433,829909,973,,1,1,1,1,1,1,1,1,,57,6.5,483,4.1,562,4.8,313,2.6,13287822,9.3,9844493,8.5,231740,38.7,49,5.3
16053,1,10,71,0,2024,2,,7,97,103,103,2251280,0,0,1715,,1.5,0.41,0.43,0.43,0.54,0,0,1.28,,0,0,20,26,13,14.4,13,14.4,497976,28.4,0,0,0,0,141,9
16053,2,10,71,0,2024,2,,7,46,47,48,630593,0,0,1032,,1.27,0.12,0.12,0.13,0.12,0,0,0.97,,-1,-12.5,-13,-22,-14,-23,-16,-25,-96335,-13.3,0,0,0,0,120,13.2
16053,3,10,71,0,2024,2,,24,1017,1046,1029,11067945,256635,929,826,,1.83,0.86,0.88,0.89,0.8,0.12,0.2,0.91,,-1,-4,-23,-2.2,18,1.8,-8,-0.8,1000402,9.9,23663,10.2,371,66.5,78,10.4
16053,5,10,71,0,2024,2,,890,11062,11129,11177,141656003,125124798,828980,980,,0.98,1.06,1.06,1.06,1.07,1.02,1.01,1.01,,59,7.1,499,4.7,545,5.1,324,3,11885779,9.2,9820830,8.5,231369,38.7,44,4.7
16055,0,10,70,0,2024,2,,8618,70805,72618,73381,969089764,619384249,5249933,1032,,1,1,1,1,1,1,1,1,,665,8.4,356,0.5,568,0.8,-114,-0.2,42271508,4.6,28489316,4.8,1399382,36.3,42,4.2
16055,1,10,71,0,2024,2,,29,713,750,748,15351385,0,0,1602,,0.67,0.52,0.54,0.53,0.6,0,0,1.13,,0,0,67,10.4,64,9.3,52,7.5,1682506,12.3,0,0,0,0,47,3
16055,2,10,71,0,2024,2,,26,845,852,868,11921153,0,0,1073,,0.51,0.38,0.38,0.39,0.36,0,0,0.95,,-1,-3.7,-100,-10.6,-105,-11,-121,-12.2,164539,1.4,0,0,0,0,135,14.4
16055,3,10,71,0,2024,2,,111,6848,7032,6748,91408334,2328472,16624,1023,,0.91,1,1,0.98,1.06,0.22,0.56,1.07,,0,0,-3467,-33.6,-3452,-32.9,-3590,-34.7,-55031268,-37.6,353304,17.9,6628,66.3,-62,-5.7
16055,5,10,71,0,2024,2,,8452,62399,63984,65017,850408892,617055777,5233309,1025,,1.01,1.03,1.03,1.03,1.03,1.02,1,1,,666,8.6,3856,6.6,4061,6.8,3545,5.8,95455731,12.6,28136012,4.8,1392754,36.3,57,5.9
16057,0,10,70,0,2024,2,,1462,14699,14754,14958,172805361,79651298,584303,898,,1,1,1,1,1,1,1,1,,109,8.1,521,3.7,505,3.5,277,1.9,12494149,7.8,6447187,8.8,157238,36.8,40,4.7
16057,1,10,71,0,2024,2,,19,172,174,180,3430045,0,0,1505,,2.59,0.6,0.61,0.62,0.75,0,0,1.22,,0,0,16,10.3,-1,-0.6,6,3.4,232518,7.3,0,0,0,0,44,3
16057,2,10,71,0,2024,2,,15,3019,3057,3552,46624968,0,0,1118,,1.73,6.57,6.67,7.73,7.95,0,0,1.14,,0,0,0,0,24,0.8,7,0.2,2000343,4.5,0,0,0,0,45,4.2
16057,3,10,71,0,2024,2,,42,1400,1509,1551,16588729,283802,2463,858,,2.04,0.99,1.06,1.1,1.08,0.2,0.74,1.03,,-1,-2.3,50,3.7,138,10.1,115,8,1086314,7,29176,11.5,831,50.9,-3,-0.3
16057,5,10,71,0,2024,2,,1386,10108,10014,9675,106161619,79367496,581840,822,,0.97,0.81,0.8,0.76,0.72,1.02,1,0.92,,110,8.6,455,4.7,344,3.6,149,1.6,9174974,9.5,6418011,8.8,156407,36.8,46,5.9
16059,0,10,70,0,2024,2,,450,2617,2709,2893,33001987,15537102,132392,927,,1,1,1,1,1,1,1,1,,26,6.1,-34,-1.3,-18,-0.7,-29,-1,635136,2,-45964,-0.3,22869,20.9,27,3
16059,1,10,71,0,2024,2,,13,238,238,255,5062001,0,0,1598,,5.76,4.7,4.56,4.57,5.76,0,0,1.25,,0,0,10,4.4,-16,-6.3,-4,-1.5,414506,8.9,0,0,0,0,151,10.4
16059,2,10,71,0,2024,2,,8,81,83,86,1084835,0,0,1001,,3,0.99,0.99,0.97,0.97,0,0,0.99,,-1,-11.1,-10,-11,-11,-11.7,-11,-11.3,10829,1,0,0,0,0,122,13.9
16059,3,10,71,0,2024,2,,23,504,515,535,6746892,56896,346,1002,,3.62,2,1.97,1.97,2.31,0.21,0.46,1.16,,0,0,-4,-0.8,6,1.2,-18,-3.3,629052,10.3,7799,15.9,132,61.7,103,11.5
16059,5,10,71,0,2024,2,,406,1794,1873,2017,20108259,15480206,132046,816,,0.93,0.8,0.81,0.81,0.72,1.02,1,0.88,,27,7.1,-30,-1.6,3,0.2,4,0.2,-419251,-2,-53763,-0.3,22737,20.8,-14,-1.7
16061,0,10,70,0,2024,2,,232,1513,1551,1591,15748998,10588975,87098,781,,1,1,1,1,1,1,1,1,,14,6.4,-54,-3.4,-31,-2,-73,-4.4,14044,0.1,-198630,-1.8,17643,25.4,27,3.6
16061,1,10,71,0,2024,2,,6,77,73,80,1650249,0,0,1656,,5.16,2.63,2.44,2.6,3.94,0,0,1.54,,0,0,12,18.5,5,7.4,9,12.7,182493,12.4,0,0,0,0,-4,-0.2
16061,2,10,71,0,2024,2,,4,36,37,40,525772,0,0,1074,,2.91,0.76,0.77,0.82,0.98,0,0,1.26,,-1,-20,-3,-7.7,-5,-11.9,-14,-25.9,23571,4.7,0,0,0,0,216,25.2
16061,3,10,71,0,2024,2,,21,292,299,305,2655652,514998,1843,684,,6.42,2,2,2.04,1.9,2.79,3.71,0.94,,0,0,-21,-6.7,-15,-4.8,-32,-9.5,-46482,-1.7,-140066,-21.4,-47,-2.5,37,5.7
16061,5,10,71,0,2024,2,,201,1108,1142,1166,10917325,10073977,85255,738,,0.89,0.86,0.86,0.86,0.81,0.98,0.99,0.95,,15,8.1,-42,-3.7,-16,-1.4,-36,-3,-145538,-1.3,-58564,-0.6,17690,26.2,11,1.5
16063,0,10,70,0,2024,2,,206,1710,1752,1782,20398402,13320746,106620,898,,1,1,1,1,1,1,1,1,,11,5.6,-31,-1.8,-55,-3,-80,-4.3,-412372,-2,-532273,-3.8,15983,17.6,10,1.1
16063,1,10,71,0,2024,2,,4,69,80,96,1554712,0,0,1464,,3.87,2.08,2.37,2.79,2.86,0,0,1.18,,0,0,1,1.5,4,5.3,-1,-1,-3406,-0.2,0,0,0,0,-28,-1.9
16063,2,10,71,0,2024,2,,4,90,90,89,1451829,0,0,1245,,3.28,1.68,1.65,1.63,2.1,0,0,1.27,,0,0,-7,-7.2,-7,-7.2,-3,-3.3,98964,7.3,0,0,0,0,153,14
16063,3,10,71,0,2024,2,,19,301,309,321,2695459,311244,5366,668,,6.54,1.83,1.83,1.92,1.49,1.34,8.83,0.8,,0,0,-3,-1,-2,-0.6,-6,-1.8,116085,4.5,-61170,-16.4,-53,-1,36,5.7
16063,5,10,71,0,2024,2,,179,1250,1273,1276,14696402,13009502,101254,893,,0.89,0.86,0.85,0.84,0.85,1,0.96,1,,11,6.5,-22,-1.7,-50,-3.8,-70,-5.2,-624015,-4.1,-471103,-3.5,16036,18.8,-4,-0.4
16065,0,10,70,0,2024,2,,1685,17320,17512,17526,179521872,101501917,760714,791,,1,1,1,1,1,1,1,1,,170,11.2,118,0.7,258,1.5,-72,-0.4,11744955,7,7149006,7.6,212879,38.9,47,6.3
16065,1,10,71,0,2024,2,,5,53,56,53,921965,0,0,1313,,0.59,0.16,0.17,0.16,0.19,0,0,1.2,,0,0,-3,-5.4,-2,-3.4,-5,-8.6,-19716,-2.1,0,0,0,0,50,4
16065,2,10,71,0,2024,2,,7,32,32,32,552908,0,0,1329,,0.7,0.06,0.06,0.06,0.09,0,0,1.53,,-1,-12.5,-14,-30.4,-14,-30.4,-14,-30.4,-98328,-15.1,0,0,0,0,240,22
16065,3,10,71,0,2024,2,,29,2521,2568,2682,28461284,28198,133,845,,1.22,1.51,1.52,1.63,1.79,0.02,0.03,1.15,,0,0,-16,-0.6,60,2.4,11,0.4,2154893,8.2,3770,15.4,46,52.9,58,7.4
16065,5,10,71,0,2024,2,,1644,14714,14856,14759,149585715,101473719,760581,779,,1,1,0.99,0.98,0.98,1.02,1.01,0.99,,171,11.6,151,1,214,1.5,-64,-0.4,9708106,6.9,7145236,7.6,212833,38.9,46,6.3
16067,0,10,70,0,2024,2,,787,9405,9407,9443,116382162,85379043,629156,951,,1,1,1,1,1,1,1,1,,29,3.8,266,2.9,245,2.7,251,2.7,9176062,8.6,7749360,10,215428,52.1,51,5.7
16067,1,10,71,0,2024,2,,6,93,89,89,2040166,0,0,1737,,1.52,0.51,0.49,0.49,0.66,0,0,1.33,,0,0,7,8.1,-2,-2.2,-1,-1.1,308829,17.8,0,0,0,0,241,16.1
16067,2,10,71,0,2024,2,,6,32,32,32,389232,0,0,936,,1.29,0.11,0.11,0.11,0.1,0,0,0.9,,-2,-25,-4,-11.1,-5,-13.5,-7,-17.9,5612,1.5,0,0,0,0,146,18.5
16067,3,10,71,0,2024,2,,31,1414,1463,1496,17520793,967480,3673,925,,2.79,1.56,1.61,1.69,1.7,0.65,1.02,1.05,,0,0,-5,-0.4,14,1,10,0.7,1431082,8.9,90628,10.3,1220,49.7,72,8.4
16067,5,10,71,0,2024,2,,744,7866,7823,7826,96431971,84411563,625483,946,,0.97,0.98,0.97,0.97,0.97,1.01,1,1,,31,4.3,268,3.5,238,3.1,249,3.3,7430539,8.3,7658732,10,214208,52.1,44,4.9
16069,0,10,70,0,2024,2,,1522,21974,22039,22196,295915904,217191827,1378917,1031,,1,1,1,1,1,1,1,1,,74,5.1,508,2.4,456,2.1,347,1.6,19601720,7.1,14460028,7.1,407617,42,48,4.9
16069,1,10,71,0,2024,2,,15,185,185,183,3382359,0,0,1411,,1.97,0.43,0.44,0.43,0.43,0,0,0.99,,-2,-11.8,0,0,1,0.5,1,0.5,102506,3.1,0,0,0,0,37,2.7
16069,2,10,71,0,2024,2,,22,1206,1197,1188,14068441,0,0,904,,2.44,1.76,1.75,1.74,1.4,0,0,0.8,,-1,-4.3,121,11.2,91,8.2,138,13.1,901436,6.8,0,0,0,0,-34,-3.6
16069,3,10,71,0,2024,2,,35,2637,2657,2675,34045803,9751990,56202,986,,1.63,1.25,1.25,1.28,1.3,2.57,7.15,1.03,,0,0,84,3.3,114,4.5,123,4.8,1449399,4.4,91874,1,9787,21.1,2,0.2
16069,5,10,71,0,2024,2,,1450,17946,18000,18150,244419301,207439837,1322715,1043,,0.98,0.96,0.96,0.96,0.97,0.98,0.97,1.02,,77,5.6,303,1.7,250,1.4,85,0.5,17148379,7.5,14368154,7.4,397830,43,62,6.3
16071,0,10,70,0,2024,2,,176,1727,1760,1812,16236248,6750996,50418,707,,1,1,1,1,1,1,1,1,,6,3.5,138,8.7,145,9,159,9.6,3595166,28.4,829691,14,19031,60.6,106,17.6
16071,1,10,71,0,2024,2,,4,18,22,22,377146,0,0,1404,,4.53,0.54,0.65,0.63,0.87,0,0,1.44,,0,0,-4,-18.2,1,4.8,3,15.8,53303,16.5,0,0,0,0,199,16.5
16071,2,10,71,0,2024,2,,2,8,8,8,100572,0,0,967,,1.92,0.15,0.15,0.14,0.18,0,0,1.25,,0,0,0,0,0,0,0,0,7148,7.7,0,0,0,0,69,7.7
16071,3,10,71,0,2024,2,,12,856,867,887,8122624,60128,1240,718,,4.84,5.15,5.11,5.21,5.64,0.51,4.31,1.09,,0,0,81,10.5,78,9.9,95,12,2687867,49.5,666,1.1,336,37.2,186,35
16071,5,10,71,0,2024,2,,158,845,863,895,7635906,6690868,49178,677,,0.92,0.57,0.57,0.58,0.55,1.02,0.98,0.96,,6,3.9,61,7.8,66,8.3,61,7.3,846848,12.5,829025,14.1,18695,61.3,28,4.3
16073,0,10,70,0,2024,2,,403,3626,3611,3657,40740883,29301437,238079,863,,1,1,1,1,1,1,1,1,,27,7.2,558,18.2,518,16.7,536,17.2,7370506,22.1,6225405,27,111599,88.2,33,4
16073,1,10,71,0,2024,2,,8,39,40,42,711814,0,0,1358,,3.96,0.56,0.57,0.59,0.66,0,0,1.14,,0,0,2,5.4,2,5.3,0,0,48342,7.3,0,0,0,0,49,3.7
16073,2,10,71,0,2024,2,,5,24,25,25,261858,0,0,817,,2.09,0.21,0.22,0.22,0.19,0,0,0.86,,0,0,-2,-7.7,-4,-13.8,-6,-19.4,17256,7.1,0,0,0,0,161,24.5
